model,batch_size,start_time,end_time,duration
maml,1,1653437998907500770,1653438048938190227,50031.3671875
maml,1,1653438055256148953,1653438105808045916,50552.5859375
maml,1,1653438111302986645,1653438160931016280,49628.74609375
dcgan,1,1653438165144833723,1653438171052611735,5907.80029296875
dcgan,1,1653438172940579142,1653438177078969894,4138.39990234375
dcgan,1,1653438179118561642,1653438183281295994,4162.744140625
dcgan,1,1653438185513154309,1653438189672469615,4159.32421875
dcgan,2,1653438191869872083,1653438197875909334,6006.07421875
dcgan,2,1653438199950953413,1653438206386048399,6435.1376953125
dcgan,2,1653438208495799957,1653438215368456461,6872.7021484375
dcgan,2,1653438217401842720,1653438224066328784,6664.5205078125
dcgan,4,1653438226403354367,1653438234322176205,7918.86767578125
dcgan,4,1653438236434859226,1653438243086262594,6651.44775390625
dcgan,4,1653438245117511636,1653438252439477836,7321.98486328125
dcgan,4,1653438254507605709,1653438263665864854,9158.3095703125
dcgan,8,1653438265734989992,1653438272028651216,6293.69873046875
dcgan,8,1653438274394282095,1653438283799255265,9405.0322265625
dcgan,8,1653438286522676483,1653438295511757564,8989.125
dcgan,8,1653438297678639061,1653438304599816602,6921.21728515625
dcgan,16,1653438306684679167,1653438312960213693,6275.5703125
dcgan,16,1653438315005670015,1653438321233434761,6227.7978515625
dcgan,16,1653438323254192878,1653438330526594800,7272.4423828125
dcgan,16,1653438332660142834,1653438340239106373,7578.96826171875
dcgan,32,1653438342427486165,1653438349834287263,7406.8310546875
dcgan,32,1653438352158922196,1653438360819321695,8660.4326171875
dcgan,32,1653438363254480960,1653438370701413983,7446.9765625
dcgan,32,1653438373063291063,1653438380514467099,7451.2177734375
dcgan,64,1653438382996740402,1653438394216069171,11219.4189453125
dcgan,64,1653438396608452076,1653438407825714393,11217.3486328125
dcgan,64,1653438410107121187,1653438421374687219,11267.6455078125
dcgan,64,1653438423990060087,1653438435198581770,11208.5751953125
dcgan,128,1653438438325201835,1653438467914785570,29589.890625
dcgan,128,1653438471933030817,1653438501533620325,29600.86328125
dcgan,128,1653438505028200535,1653438534636361755,29608.4375
dcgan,128,1653438538680563344,1653438568283257864,29602.966796875
dcgan,256,1653438572257795469,1653438611626587223,39369.20703125
dcgan,256,1653438616160500237,1653438655513425333,39353.30859375
dcgan,256,1653438660249997169,1653438699589707702,39340.09765625
dcgan,256,1653438703446571964,1653438742829481376,39383.32421875
dcgan,512,1653438749375008841,1653438826460882590,77086.703125
dcgan,512,1653438833225634357,1653438910341736087,77106.765625
dcgan,512,1653438917049209054,1653438994241081665,77170.625
dcgan,512,1653439001054250041,1653439078166516302,77113.09375
dcgan,1024,1653439088387944915,1653439241593963553,153207.75
